label,text
Gout,i am experiencing attacks usually occur at night
Tuberculosis,"a persistent cough lasting more than 3 weeks, cough up blood, and night sweats."
Hypertension,high blood pressure with head pain and ringing in ears
Ear Infection,ear pain with dizziness and head pain
Parkinson'S Disease,i am experiencing other symptoms a number of other symptoms may accompany parkinson's disease
Parkinson'S Disease,"slurred speech, stiff facial expression, and a resting tremor in my hand."
Crohn'S Disease,"fever, chronic diarrhea often with blood, and severe stomach cramps."
Appendicitis,pain around belly button that shifted to lower right with nausea
Typhoid,"for the past few days, i have step ladder pattern fever with constipation and malaise"
Strep Throat,symptoms include sudden severe sore throat fever and swollen lymph nodes
Depression,changes in appetite and low mood difficulty concentrating
Parkinson'S Disease,i am experiencing improvement after initiating medication is another important hallmark of parkinson's disease
Chickenpox,symptoms include rash starting on trunk spreading to face and limbs with fever
Kidney Stones,"i am experiencing agonizing pain in the right kidney area, throwing up from the pain."
Tuberculosis,"a persistent cough lasting more than 3 weeks, coughing up blood, and night sweats."
Dengue Fever,"high high temperature, severe joint and muscle pain (breakbone high temperature), and a rash."
Tuberculosis,i have persistent cough lasting weeks with blood in sputum and weight loss
Diabetes,i am experiencing it can be used to diagnose type 2 diabetes and prediabetes
Parkinson'S Disease,i am experiencing parkinson's disease not only affects the brain
Gastritis,occasional vomiting. and stomach upset and burning indigestion
Diabetes,symptoms include numbness in hands and feet with excessive thirst and urination
Gastritis,bloating and upper belly discomfort with acid reflux
Hyperthyroidism,"i am experiencing rapid heart rate, constantly sweating, very anxious, and trouble sleeping."
Hypothyroidism,"symptoms include i feel incredibly tired all the time, gaining weight for no reason, and feeling very cold."
Vertigo,"for the past few days, i have spinning sensation dizziness nausea and balance problems"
Asthma,feeling like i can't get enough air and wheezing cough
Sinusitis,forehead and blocked nose yellowish discharge and pain around eyes
Pcos,"infrequent periods, struggling to lose weight, and noticeable hair growth on my face."
Typhoid,i have persistent fever headache and abdominal discomfort
Hyperthyroidism,"tremors in my hands, feeling very anxious all the time, and unexpected weight loss."
Kidney Stones,i am experiencing intense pain in lower back with difficulty urinating
Anxiety Disorder,i have constant worrying muscle tension and difficulty sleeping
Endometriosis,"chronic pelvic pain throughout the month, very heavy and painful periods."
Anxiety Disorder,persistent worry restlessness racing heart and sleep problems
Ear Infection,ear pain hearing difficulty and fluid drainage from ear
Urinary Tract Infection,symptoms include diagnosis  to find out if a person has a uti
Appendicitis,"severe abdominal pain on the right side, vomiting, and lack of appetite."
Diabetes,i have in a random plasma glucose test
Psoriasis,"i am experiencing raised, red, scaly patches that sting and itch heavily on my back/scalp."
Tuberculosis,i have been cough for weeks with night sweats and weight loss
Eczema,i am experiencing chronic skin inflammation with oozing and crusting
Diabetes,"symptoms include feeling constantly hungry and thirsty, frequent urination, cuts healing very slowly."
Hyperthyroidism,completely restless and fast heartbeat and feeling very hot all the time and jittery.
Influenza,"for the past few days, i have started suddenly: fever, chills, aching joints, and profound fatigue."
Gout,redness and tenderness in the joint of the big toe. and sudden severe attack of pain
Chickenpox,itchy fluid-filled blisters are popping up all over my torso and face.
Diabetes,i have along with an assessment of symptoms
Hypothyroidism,symptoms include symptoms more specific to hashimotos disease are a goiter and a feeling of fullness in the throat
Parkinson'S Disease,symptoms include which may help to increase accuracy of the diagnosis of parkinsons disease
Dengue Fever,"pain behind the eyes, high fever, and extreme fatigue after a mosquito bite."
Appendicitis,severe abdominal pain on the right side and vomiting and lack of appetite.
Diabetes,"i am experiencing tingling in my feet, excessive thirst, and feeling very fatigued without reason."
Pcos,dark patches of skin. and irregular menstrual cycles and weight gain especially around the belly
Dengue Fever,"bleeding gums, extremely high temperature, and severe head pains and body aches."
Bronchitis,i have and chest tightness or pain
Conjunctivitis,i have i have red itchy eyes with pus like discharge
Common Cold,mild cough nasal congestion and sneezing without high temperature
Irritable Bowel Syndrome,symptoms include i have stomach cramps bloating and my bowels are very irregular
Conjunctivitis,watery and red eyes with swollen eyelids. and itchy
Sinusitis,"for the past few days, i have pain and pressure around nose and forehead with blocked nose"
Common Cold,sneezing runny nose and a scratchy throat for a few days
Ulcerative Colitis,"rectal pain and bleeding, diarrhea, and feverish feelings."
Irritable Bowel Syndrome,abdominal discomfort that comes and goes with mucus in stool
Crohn'S Disease,severe stomach cramps. and chronic diarrhea often with blood and fever
Hypertension,i am experiencing he or she can tell you how often you should be tested
Common Cold,"for the past few days, i have blocked nose watery eyes and constant sneezing"
Tuberculosis,symptoms include i have been coughing for weeks with night sweats and weight loss
Vertigo,balance problems with sensation of movement when still
Influenza,an annoying dry cough. and sweating rapidly and freezing chills
Bronchitis,i have even after the infection clears up
Appendicitis,"nausea, high temperature, and acute pain in the right lower quadrant of my belly."
Tuberculosis,chronic cough and night sweats fever weight loss
Pneumonia,i am experiencing pneumonia can cause the fluid to become infecteda condition called empyema (em-pi-e-ma)
Irritable Bowel Syndrome,abdominal discomfort that comes and goes with mucus in stool
Hyperthyroidism,"i am experiencing rapid heart rate, constantly sweating, very anxious, and trouble sleeping."
Diabetes,symptoms include dry skin frequent infections and constant tiredness
Chickenpox,i am experiencing classic childhood rash: red spots becoming itchy blisters all over the body.
Asthma,i am experiencing a european rare disease database
Influenza,an annoying dry cough. and sweating rapidly and freezing chills
Typhoid,abdominal tenderness and sustained high temperature with coated tongue
Influenza,"for the past few days, i have i have been having high fever with body aches and chills since yesterday"
Psoriasis,"for the past few days, i have if your doctor isn't sure if you have psoriasis"
Strep Throat,high fever and sudden sore throat. and very red tonsils and swollen lymph nodes
Celiac Disease,anemia. eating bread makes me feel very sick. and weight loss and stomach pains
Allergic Rhinitis,seasonal sneezing watery eyes and congestion
Diabetes,"for the past few days, i have finding out early if you have diabetes is important because treatment can prevent or delay the complications of the disease"
Vertigo,difficulty walking and sudden severe dizziness with vomiting
Heart Attack,i have the discomfort usually lasts for more than a few minutes or goes away and comes back
Urinary Tract Infection,"for the past few days, i have he or she will then test a sample of urine"
Parkinson'S Disease,shuffling when i walk. and shaking in my fingers and slow movement
Endometriosis,"extremely painful menstrual cramps, fatigue, and pain with bowel movements."
Ulcerative Colitis,"i am experiencing diarrhea with blood and pus, abdominal pain, and urgent need to defecate."
Lyme Disease,i have 5% the human phenotype ontology (hpo) has collected information on how often a sign or symptom occurs in a condition
